#OTU ID	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK11	BRK12	BRK13	BRK14	BRK15	BRK16	BRK17	BRK18	BRK19	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK74	BRK76	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96
OTU_1	12	0	1	0	2	0	2	26	0	4	1	7	0	3	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2	4	0	1	6	7	19	19	1	0	4	3	31	2	7	7	17	45	38	16	14	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_3	0	1	0	2	0	0	0	0	2	2	18	0	0	0	0	0	0	1	1	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_4	2	0	0	0	4	12	21	4	2	9	3	6	0	5	3	21	33	57	3	2	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1
OTU_5	5	0	0	0	5	2	0	3	0	0	0	3	2	1	3	0	1	4	1	5	8	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_6	0	0	0	0	7	0	10	0	0	1	1	11	0	0	2	8	25	54	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7	2	0	0	0	3	6	20	1	1	1	0	10	0	0	7	13	20	19	5	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_8	519	12	19	8	827	1	237	334	145	567	254	498	1	51	2	122	38	113	2	0	158	0	0	1	61	0	2	316	0	0	0	0	0	1	0	0	1	0	206	0	56	0	0	1	5	3	0	1	1	2	1	0	0	0	0	0	3	1	0	0	0	1	2	0	0	1	3	0	1	0	1	1	0	0	0	2	1	0	0	0	2	1	0	0	0	2
OTU_9	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	152	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10	5	35	0	73	4	13	20	1	5	16	9	1	1	32	28	5	23	15	121	97	6	0	0	1	8	0	0	1	0	0	0	1	0	0	0	0	1	0	10	0	0	0	0	0	7	0	3	0	1	1	0	0	0	0	1	1	1	0	1	0	2	1	2	0	0	5	3	0	0	2	2	4	8	0	3	1	4	0	1	3	0	0	2	0	0	0
OTU_11	0	0	0	1	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	6	7	15	11	14	5	0	6	1	8	11	6	1	5	9	65	0	0	36	45	0	0	9	7	76	37	3	31	42	79	47	33	17	0	0	44	0	0	0
OTU_12	0	1	0	1	0	0	2	0	2	3	3	0	0	1	0	0	4	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_13	3	0	0	0	9	2	14	4	0	27	1	13	1	0	8	17	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_14	0	0	0	2	0	2	8	0	1	5	1	0	0	0	2	3	6	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_15	3	0	4	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
OTU_16	19	105	7	207	2	7	28	20	63	64	57	0	6	89	6	37	103	1	6	4	6	3	0	1	158	0	0	227	0	0	0	8	0	10	1	0	164	0	99	0	4	0	0	0	113	0	2	0	0	1	0	1	0	2	1	1	2	1	1	0	4	0	11	0	0	7	11	0	0	2	2	2	2	0	1	0	5	1	0	0	0	0	1	1	0	1
OTU_17	1	15	1	16	0	1	4	5	5	9	15	3	1	11	3	4	14	5	8	10	8	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	7	2	9	4	10	4	21	16	11	14	9	30	14	27	54	21	0	13	23	24	11	0	13	2	4	17	8	57	12	4	6	19	34	27	0	0	0	0	0
OTU_19	2	0	1	0	2	1	0	5	0	0	0	2	0	0	0	0	0	4	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20	7	0	2	1	2	32	35	0	1	391	0	32	10	2	39	46	41	7	8	12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
OTU_21	0	0	0	0	0	4	0	0	0	0	0	0	0	1	8	0	0	0	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22	10	1	1	5	1	0	0	11	6	3	1	4	1	1	0	0	1	0	0	0	5	0	0	52	3	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3
OTU_23	7	0	0	2	63	12	57	16	3	20	0	1	0	6	9	33	5	22	5	1	34	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_24	0	9	0	43	0	37	72	0	8	89	15	1	23	40	45	58	111	5	27	20	4	2	0	0	12	0	0	221	0	0	0	0	0	8	0	0	1	0	198	0	23	0	16	0	76	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0	1	1	1	3	1	1	0	0	2	0	0	0
OTU_25	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	17	43	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_26	3	11	0	9	9	13	26	1	2	12	16	19	8	84	27	29	79	10	39	35	2	1	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0
OTU_27	27	0	18	0	9	0	0	15	0	0	0	3	0	0	1	0	0	7	6	3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	9	3	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_28	4	174	3	30	1	0	4	2	92	13	464	1	1	16	5	9	5	1	0	0	7	1	4	3385	472	2	0	5	0	0	0	0	0	0	6	0	18	0	24	0	1	0	6	0	3	2446	5	4	8	4	7	3	4	1	2	8	6	5	5	0	1	5	0	0	1	10	1	0	0	2	0	2	3	3	2	0	1	4	1	1	5	0	1	0	14	2318
OTU_29	5	1	0	0	7	4	17	3	1	24	2	4	1	1	11	15	5	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_30	4	3	0	0	0	0	0	8	0	1	1	1	0	0	1	0	0	3	0	0	8	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	0	4	1	0	9	1	0	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	0	0	0	0	2
OTU_31	14	16	2	33	9	25	16	4	9	17	14	12	4	7	11	16	22	17	16	20	25	0	0	0	10	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	1	0	4	1	0	0	4	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_32	12	64	1	44	3	2	11	28	7	15	59	6	2	8	4	2	7	9	7	8	19	0	1	1210	38	0	3	0	1	0	0	0	0	1	0	0	3	0	2	1	0	0	3	0	0	698	13	25	16	2	3	18	6	0	3	7	3	1	5	1	2	4	11	0	1	10	26	0	0	9	18	19	8	1	6	2	5	9	6	7	9	1	5	0	0	158
OTU_33	0	0	3	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	2	0	5	5	3	0	1	6	7	0	0	3	0	2	2	1	2	0	2	1	1	1	2	0	1	0	0	0
OTU_34	64	1	6	1	87	9	4	60	0	2	0	57	0	0	9	2	1	44	19	14	79	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_35	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_36	4	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	60	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_37	6	1	0	2	4	1	1	2	1	1	0	15	2	2	7	16	70	11	7	2	1	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_38	73	0	36	1	18	1	0	26	0	5	0	19	0	0	0	0	0	40	0	1	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	3	0	0	1	3	4	0	0	4	4	0	0	5	1	2	0	0	1	0	2	2	0	1	0	0	2	0	0	0
OTU_39	1	0	0	0	0	2	2	0	1	0	0	2	2	0	1	24	130	3	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_41	2	0	0	0	66	0	2	0	0	0	0	56	1	0	3	2	10	24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_42	1	9	1	33	1	0	9	0	6	21	10	0	0	9	0	17	17	2	3	5	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	4	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
OTU_43	6	16	5	10	0	1	4	9	5	22	14	5	3	4	10	7	8	0	2	2	7	0	0	0	19	0	0	1	0	0	1	0	0	0	0	0	3	0	1	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
OTU_44	0	0	0	0	1	18	2	18	0	4	1	14	6	0	73	7	18	2	9	9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_45	2	1	0	1	2	3	1	0	1	0	0	1	1	0	0	0	0	4	2	4	2	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	2	30	16	17	25	3	19	12	0	5	4	13	9	12	1	2	22	19	0	0	31	30	1	0	7	6	28	42	3	48	32	52	20	28	16	17	0	9	0	0	1
OTU_46	20	0	0	0	3	1	0	51	1	3	1	1	0	1	0	1	1	2	0	1	10	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_47	1	1	0	4	2	2	0	0	0	2	1	1	0	1	1	1	1	1	1	2	2	0	0	14	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	71	61	39	34	40	53	18	2	76	44	81	268	77	3	93	132	169	0	5	520	372	4	0	271	40	249	250	9	96	82	136	54	105	59	83	0	16	0	0	6
OTU_48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU_49	3	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_50	11	0	1	0	3	0	0	11	0	0	0	2	0	0	0	0	0	4	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_51	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	60	33	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	63	35	71	0	0	0	1	25	0	0	0	1	26	0	0	0
OTU_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	1	0	0	1	2	0	0	3	3	1	0	1	0	4	0	0	5	0	0	1	2	0	1	0	0	0	0	0
OTU_53	91	1	22	1	34	10	0	78	0	2	0	23	3	1	8	2	1	26	12	19	146	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_54	1	0	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	5	2	0	4	0	0	3	0	0	0	10	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_55	0	14	0	31	0	0	10	0	1	13	5	1	0	2	0	1	14	2	0	0	1	0	0	1	4	0	0	25	0	0	0	0	0	0	0	0	4	0	20	0	6	0	2	0	49	0	7	10	9	3	2	20	3	0	2	3	2	2	1	0	1	4	2	0	0	5	4	0	0	8	1	0	4	1	4	0	2	1	4	7	0	0	6	0	0	0
OTU_56	2	1	2	56	2	0	4	0	0	7	2	1	0	0	0	3	0	0	0	1	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	1
OTU_57	317	5	253	19	28	3	6	1224	104	37	52	88	5	7	0	2	12	34	0	0	44	1	2	896	55	30	1	32	61	123	26	0	0	11	0	0	47	0	41	9	24	0	0	0	30	759	2	2	2	2	2	4	2	1	1	5	1	1	1	0	0	1	1	0	0	2	2	0	0	1	0	2	2	2	1	2	1	1	4	2	3	0	0	0	0	47
OTU_58	5	0	0	1	0	3	1	1	1	0	2	1	4	0	7	2	6	2	5	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_59	2	0	0	0	3	15	18	2	0	16	0	4	2	2	13	8	10	13	9	9	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_60	0	2	1	37	0	0	6	0	0	1	0	0	0	0	0	2	2	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	12	11	0	0	3	1	0	1	3	0	0	0	0	0	0	3	0	0	2	14	0	0	4	32	12	3	0	1	0	0	10	1	0	2	0	3	0	0	19
OTU_61	8	5	1	12	2	15	20	1	1	3	1	4	3	4	35	8	17	18	13	15	1	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	1	0	2	0	1	0	4	0	0	0	1	1	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	3	5	0	0	0	1	3	3	0	2	0	3	0	0	0	0	0	4	0	0	0
OTU_62	0	0	0	0	0	11	0	0	0	0	0	0	1	0	12	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	9	3	1	1	21	57	155	10	2	26	12	65	5	35	52	119	147	167	23	18	4	1	0	12	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	1	2	2	0	2	0	1	1	2	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	2	0	0	1	1	0	1	0	0	2
OTU_64	0	0	1	0	0	50	0	0	0	0	0	0	3	0	86	0	0	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_65	18	11	10	6	6	0	1	8	5	4	1	1	13	3	7	0	2	9	4	0	9	0	0	0	5	0	0	7	0	0	0	0	0	0	3	0	3	0	1	1	0	0	0	0	7	0	0	1	0	0	1	1	2	0	2	1	0	1	0	0	3	0	9	0	0	1	12	0	0	1	0	1	2	1	1	1	5	0	0	0	3	0	2	0	0	0
OTU_66	19	19	2	47	39	10	35	11	8	20	19	27	2	21	10	11	24	61	11	13	44	0	0	63	11	3	4	12	2	0	0	0	0	0	0	0	6	0	14	3	5	0	13	0	21	33	22	23	33	6	9	27	10	3	10	12	10	10	17	0	18	20	19	0	0	19	32	4	0	23	26	17	30	5	24	22	27	16	15	11	14	0	10	0	0	7
OTU_67	0	0	0	1	0	10	1	0	0	0	0	1	1	0	4	0	0	0	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_68	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	0	3	4	0	0	10	3	1	0	0	0	0	1	0	1	1	4	1	1	2	0	0	0	0	0	0
OTU_69	0	0	13	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	1	0	2	0	1	1	1	6	2	0	11	2	6	0	0	39	67	0	0	21	0	34	229	3	7	0	8	6	0	1	0	0	3	0	0	0
OTU_70	0	4	0	5	0	0	8	0	3	7	7	0	0	4	0	0	2	0	0	0	1	0	0	0	16	0	0	381	0	0	0	0	0	2	0	0	27	0	45	0	95	0	15	2	86	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_71	17	0	6	0	67	3	1	42	0	0	0	3	0	1	3	1	0	35	0	2	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_72	582	18	640	2	616	3	1	458	3	3	1	595	1	2	4	1	5	598	3	3	679	1	0	4	1	3	0	0	0	0	1	0	0	0	0	0	2	0	2	0	41	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	2	2	0	0	1	0	0	0	1	1	0	0	0	0	1	1	2	0	1	1	2	1	0	1	0	0	0	0	1
OTU_73	289	5	9	10	172	57	117	245	42	340	152	82	17	21	66	85	24	28	6	2	145	0	0	1	33	0	0	4	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	0	1	1	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
OTU_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	3	4	7	4	13	12	1	3	9	17	24	7	15	5	15	8	1	2	18	9	2	0	8	3	3	5	6	21	3	7	1	6	2	20	0	1	0	0	0
OTU_75	23	3	0	5	44	136	70	32	1	49	22	183	120	43	414	181	202	57	61	58	16	3	0	6	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	2	2	0	0	0	0	0	0	0	1	2	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OTU_76	12	0	3	0	4	0	0	4	0	0	0	3	0	0	1	0	0	8	0	0	7	0	0	0	0	10	0	0	11	79	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
