#OTU ID	Taxonomy	BRK01	BRK02	BRK03	BRK04	BRK05	BRK06	BRK07	BRK08	BRK09	BRK10	BRK100	BRK101	BRK102	BRK103	BRK104	BRK105	BRK106	BRK107	BRK108	BRK109	BRK11	BRK110	BRK111	BRK112	BRK113	BRK114	BRK115	BRK116	BRK117	BRK118	BRK119	BRK12	BRK120	BRK121	BRK122	BRK123	BRK124	BRK125	BRK126	BRK127	BRK128	BRK129	BRK13	BRK130	BRK131	BRK132	BRK133	BRK134	BRK135	BRK136	BRK137	BRK138	BRK139	BRK14	BRK140	BRK141	BRK142	BRK143	BRK144	BRK145	BRK147	BRK148	BRK149	BRK15	BRK150	BRK151	BRK152	BRK154	BRK155	BRK156	BRK157	BRK158	BRK159	BRK16	BRK160	BRK161	BRK162	BRK164	BRK165	BRK166	BRK167	BRK168	BRK169	BRK17	BRK171	BRK172	BRK173	BRK174	BRK175	BRK176	BRK177	BRK178	BRK179	BRK18	BRK180	BRK181	BRK182	BRK183	BRK184	BRK185	BRK186	BRK187	BRK188	BRK189	BRK19	BRK190	BRK191	BRK192	BRK20	BRK21	BRK22	BRK23	BRK24	BRK25	BRK26	BRK27	BRK28	BRK29	BRK30	BRK31	BRK32	BRK33	BRK34	BRK35	BRK36	BRK37	BRK38	BRK39	BRK40	BRK41	BRK42	BRK43	BRK44	BRK45	BRK46	BRK47	BRK48	BRK49	BRK50	BRK51	BRK52	BRK53	BRK54	BRK55	BRK56	BRK57	BRK58	BRK59	BRK60	BRK61	BRK62	BRK63	BRK64	BRK65	BRK66	BRK67	BRK68	BRK69	BRK70	BRK71	BRK72	BRK73	BRK74	BRK75	BRK76	BRK77	BRK78	BRK79	BRK80	BRK81	BRK82	BRK83	BRK84	BRK85	BRK86	BRK87	BRK88	BRK89	BRK90	BRK91	BRK92	BRK93	BRK94	BRK95	BRK96	BRK97	BRK98	BRK99
OTU_916	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	21	24	14	20	5	15	8	24	9	32	0	9	10	1	11	1	5	11	3	3	31	3	3	0	26	8	35	51	4	18	20	39	0	0	2	7	2	23	1	4	0	1	0	1	3	8	5	0	0	0	1	0	0	7	0	1	1	17	0	3	1	0	0	14	6	2	0	2	1	0	3	3	0	17	4	0	1	11	36	32	4	0	0	11	6	19	4	1	0	1	1	3	4	25	0	1	0	2	0	0	2	0	2	7	15	29	5	1	4	11	15	14	0	16	5	34	52	18	45	2	40	13	11	3	2	4	1	6	20	17	12	3	4	21	24	6	1	16	16	8	2	3	37	11	10	5	3	4	4	2	10	4	2	4	16	1	1	1	2	15	1	1	1	2	1	2	7	4	2	8	18	3	1	1	0	2	8	4	4	7	1	1	1	12	0	0	1	4
OTU_917	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__;g__;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_918	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_919	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	6	5	8	9	1	11	1	22	12	9	2	16	3	4	26	3	20	24	2	4	4	1	24	3	8	0	1	9	19	2	7	3	7	6	37	26	64	85	2	24	4	2	0	22	13	13	5	9	4	6	0	0	6	4	2	47	1	0	11	26	14	5	3	7	70	23	22	11	4	27	11	45	12	3	47	41	2	7	86	47	0	3	3	9	2	19	16	1	4	7	15	27	7	9	6	6	6	9	1	0	5	8	15	0	4	7	1	3	8	5	7	2	8	1	1	8	34	4	11	0	4	5	30	1	0	2	0	2	5	7	32	11	8	2	5	1	1	4	6	5	2	3	4	2	2	3	5	2	3	0	5	14	7	5	2	1	1	3	2	7	12	2	1	1	3	2	5	0	1	2	2	0	3	2	2	5	3	2	4	5	1	0	0	2	2	15	2	5
OTU_920	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	0	0	0	2	2	1	0	38	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	1	0	1	0	0	1	4	8	0	0	0	0	0	2	2	0	8	10	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	1	0	0
OTU_921	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__uncultured_bacterium	29	31	11	37	10	24	0	24	18	16	0	10	1	0	0	0	0	3	0	2	9	0	0	0	7	2	1	10	0	1	5	9	0	1	0	5	0	3	0	0	2	0	1	1	2	0	2	0	0	0	0	0	0	12	0	1	1	1	0	0	0	0	0	16	1	2	0	0	2	0	1	0	0	3	1	0	1	5	6	3	2	0	0	7	1	1	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	18	3	2	0	11	14	10	5	0	5	3	15	14	5	5	0	12	24	17	8	0	4	4	10	43	16	11	1	1	9	5	8	2	7	8	3	0	1	10	3	10	4	8	0	8	0	10	16	5	13	15	0	5	0	9	7	1	24	5	5	6	7	18	4	1	9	14	2	3	6	11	5	9	21	7	1	9	3	0	2	0	1	0	2
OTU_922	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius	5	1	58	4	3	1	0	1	13	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	270	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	113	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	79	1	0	0	0	98	1	0	0	2	1	0	0	0	8	2	4	0	0	0	0	0	11	1	0	0	0	0	0	46	0	1	1	0	1	2	0	5	1	0	0	0	1	2	6	0	0	6	0	3	0	2	0	214	1	0	1	0	9	0	0	0	1	1	1	0	0	0	0	0	2	3	2	2	0	0	0	263	1	0	0
OTU_923	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__uncultured_bacterium	13	1	6	21	2	0	0	1	17	20	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	4	15	1	0	0	4	0	1	0	2	0	0	0	0	2	1	1	0	0	0	1	2	2	0	0	0	0	0	0	1	0	2	1	0	3	2	0	0	0	0	0	4	0	4	14	1	3	8	1	2	6	2	0	6	0	0	1	3	17	5	0	0	5	1	7	1	1	1	0	0	0	1	4	2	0	0	0	1	0	0	0
OTU_924	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	15	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	2	0	0	3	21	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_925	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	1	1	3	9	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	4	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OTU_926	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__uncultured_bacterium	36	89	5	55	33	82	40	102	16	14	2	1	1	0	2	0	3	0	0	2	3	7	0	3	1	0	0	1	2	0	2	50	0	1	1	0	1	2	2	0	0	1	0	0	0	1	6	0	1	1	4	0	0	23	0	2	0	0	0	0	1	1	1	39	0	0	0	2	0	2	0	1	0	9	0	0	2	0	3	0	1	0	0	19	0	0	0	0	0	0	2	1	0	29	0	1	0	0	0	2	1	1	0	0	67	0	0	0	27	54	51	0	1	0	9	5	17	22	30	0	24	6	4	3	2	2	10	13	42	12	6	1	1	1	0	0	0	4	17	20	8	5	8	2	2	3	9	4	3	0	1	9	11	8	1	0	2	4	6	0	1	7	7	8	6	16	5	4	4	4	4	5	1	2	8	0	7	1	1	1	4	0	0	0	1	0	0	1
OTU_927	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__uncultured_bacterium	0	1	2	2	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	1	4	0	0	0	0	0	1	1	3	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
OTU_928	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__uncultured_bacterium	2	6	9	1	3	1	1	1	1	3	1	10	3	0	8	3	4	15	3	4	22	0	1	0	32	9	43	64	5	22	41	0	0	2	5	3	7	9	0	3	1	1	2	1	3	4	0	0	1	0	1	0	0	4	0	1	0	16	0	3	1	0	0	2	0	0	0	0	0	3	3	1	0	10	6	0	1	21	42	31	6	0	1	3	6	10	10	0	0	0	0	5	3	8	0	1	0	1	0	2	1	0	0	5	0	31	6	0	0	1	0	25	0	13	2	34	18	7	17	1	8	9	0	0	0	0	1	0	0	4	6	0	0	2	24	19	0	11	7	2	4	3	36	0	7	1	0	1	5	2	1	3	2	5	14	0	2	0	1	28	0	3	0	0	0	0	0	0	0	2	9	2	0	1	0	4	6	5	4	5	0	0	6	11	1	0	1	4
OTU_929	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai	0	3	3	6	3	5	2	66	1	4	0	2	8	1	2	3	1	1	0	2	5	33	0	0	3	0	1	2	1	0	0	4	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	3	3	4	3	0	3	1	0	3	0	0	1	3	2	0	4	1	0	0	1	1	0	1	1	0	0	8	0	1	2	2	1	1	0	1	0	2	0	1	0	0	0	1	1	0	1	12	0	1	1	0	1	1	0	2	0	0	10	0	1	1	2	7	48	0	1	4	2	2	8	108	16	0	5	5	1	0	3	2	11	62	53	3	2	44	43	0	0	0	0	0	6	264	216	0	0	2	3	0	1	139	3	0	7	9	98	2	4	8	9	14	5	0	1	9	32	70	7	12	5	0	3	3	2	4	3	5	23	19	4	1	2	2	4	3	0	0	0	4	0	0
OTU_930	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0	0	1	0	0	17	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	0	2	0	0	0	14	1	0	2	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0
OTU_931	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__Clostridium_perfringens	1	0	0	1	0	0	0	1	0	0	2	1	1	0	0	1053	642	1	0	0	0	1	1	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	69	2	1	0	0	0	0	0	1	0	147	0	1	0	0	0	43	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	208	0	1	0	0	0	0	0	0	79	0	2	1	23	36	0	0	1080	0	0	1	161	192	4	0	0	0	0	133	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	18	8	0	1	1	0	645	220	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0
OTU_932	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	3	0	0	0	0	9	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_933	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	0	0	1	3	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	3	0	0	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	7	3	1	0	0	5	0	1	21	1	2	3	0	1	0	0	2	3	0	0	1	2	0	1	0	9	3	7	0	3	10	0	4	0	2	12	24	8	0	0	4	9	7	28	7	0	2	22	12	2	28	0	5	1	1	10	0	1	1	15	1	0	0	0	1	1	0
OTU_934	k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__;g__;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	2	1	0	2	0	0	0	0	0	4	0	0	1	1	0	0	0	0	3	0	0	1	1	0	0	0	1	0	0	0	1	1	2	1	3	4	0	4	1	0	1	1	7	2	6	5	0	0	0	0	0	1	0	0	0	0	1	3	2	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_935	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	24	1	30	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	1	82	38	27	2	8	4	3	1	0	53	0	1	12	0	0	0	0	0	0	0	46	1	0	2	10	13	2	10	0	1	11	0	15	0	0	0	4	1	0	0	1	6	4	0	1	4	0	11	0	11	0	2	0	6	1	0	19	2	0	2	19	0	0	0	0	0	0
OTU_936	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__uncultured_bacterium	0	0	0	0	0	1	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	2	0	1	0	1	6	2	0	6	0	3	0	0	1	0	0	4	0	0	0	11	9	3	0	0	1	0	8	1	1	2	6	1	0	1	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0
OTU_937	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gallolyticus	0	0	1	1	0	1	0	0	0	0	0	14	4	0	9	13	30	3	1	0	0	3	7	0	3	0	2	4	8	0	0	1	0	3	22	6	61	29	5	44	3	1	0	44	11	48	0	9	24	81	3	1	5	0	1	31	5	0	1	27	11	4	1	0	38	33	12	5	0	22	2	13	17	0	7	15	1	4	17	16	0	1	8	0	0	7	4	0	3	0	9	4	4	0	23	3	2	3	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	4	0	2	0	5	0	0	0	0	1	0	0	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	0	1	19	0	7
OTU_938	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_939	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0	12	0	0	10	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	1	0	0	0	10	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_940	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_avium	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	5	4	2	1	17	0	2	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	0	205	0	4	0	4	0	1	2	0	0	0	18	0	2	1	1	1	1	0	0	0	1	0	1	2	1	0	0	0	8	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_941	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Lactobacillus_murinus	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_942	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__uncultured_bacterium	161	63	15	51	116	172	13	6	4	10	2	4	1	0	1	1	4	0	2	3	4	0	2	3	7	0	6	3	1	4	6	76	1	1	2	0	1	2	0	0	1	0	0	0	1	1	2	0	1	0	0	0	2	51	0	2	0	6	0	2	0	0	1	127	2	0	1	1	0	1	2	0	0	5	2	0	2	4	8	2	1	1	0	7	1	2	2	1	0	1	1	2	1	0	0	1	1	0	0	0	1	0	1	2	37	3	1	4	13	42	6	2	3	2	2	15	6	4	3	9	206	402	90	685	1	5	4	3	95	61	126	0	6	36	20	2	2	74	68	1	1	25	5	691	220	76	114	3	137	9	106	112	2	110	15	0	111	39	86	5	0	135	18	38	56	4	136	42	4	66	64	6	3	34	13	4	12	890	7	3	106	1	0	5	0	0	1	1
OTU_943	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_pseudocatenulatum	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	2	1	3	0	2	0	0	0	2	0	3	1	0	2	2	3	0	1	1	3	4	0	2	1	0	1	1	2	1	0	0	0	1	0	0
